Review_en,text_clean,food_rating,service_rating,atmosphere_rating,sentiment
"Order a plate of Japanese Curry Katsu Chicken rice here, and be prepared to stay up until 5am like me, wondering why that dish can arrive in less than 2 minutes after ordering and why the chefs can't make sure the food is cooked fresh and not left for long periods of time. Yes you guessed it... I have food poisoning at this very moment of writing a review. The rice and curry came cold, inadequately microwaved. I didn't complain as I thought that was normal. For the chefs and management people thinking their geniuses for cutting down labor time to prepare food, you're idiots. Keep doing this and you'll lose all your customers. This is the price we pay for being poor - even if I never come here again - I won't have to starve myself to death.","order a plate of japanese curry katsu chicken rice here, and be prepared to stay up until 5am like me, wondering why that dish can arrive in less than 2 mins after ordering and why can’t the chefs make sure the food is cooked fresh and not left for long periods of time. yes you guessed it… i have food poisoning at this very moment of writing a review. the rice and curry came cold, inadequately microwaved. i didn’t complain as i thought that was normal.for the chefs and management people thinking their geniuses for cutting down labour time to prepare food, you’re idiots. keep doing this and you’ll lose all your customers.this is the price we pay for being poor - won’t ever come here again even if i had to starve myself to death.",,,,negative
As crowded as ever... average lower price,as crowded as always... average lower price,,,,negative
Food is good because the space is narrow and walking is easy for people to touch Order type:,食物不错，就是空间比较窄，走动容易碰到人order type:,,,,positive
"Portion getting smaller, staff getting grumpy and unfriendly... 😅","portion getting smaller, staffs getting grumpy and unfriendly... grinning face with sweat",,,,negative
"Always a Q outside d Res. This tells d story in Melaka. Food is surprisingly fresh n tasty, wheat noodle soup is a standout. Service is fast, food served within 5 minutes. WILL BE BACK 😎","always a q outside d res. this tell d story in melaka. food is surprisingly fresh n tasty, wheat noodle soup is a standout. service is fast, food served within 5 minutes. will be back smiling face with sunglasses",,,,positive
"Kids friendly, taste good as always, love the rotating bar.",kids friendly. taste good as always. love the rotating bar,,,,positive
Fair choice with fair quality food.,fair choice with fair quality food. good service.,,,,positive
"Arriving around 8pm, those sushi I didn't want anymore.","arrive around 8pm+, those sushi i wanted no more~~ :(",,,,negative
A lot of items on the menu aren't available.,lots of item on the menu not available.,,,,negative
This place is always popular with the most reasonable price of sushi in town. I like their food and service is good.,this place is always popular with the most reasonable price of sushi in town.i like their food and service is good.,,,,positive
"Very bad experience, rude services provided by the worker, the worker asks me to wait outside the shop even the shop inside still have many empty places for the customer to sit ((takeaway) (hot weather outside).","very bad experience, rude services provided by the worker, the worker ask me to wait outside the shop even the shop inside still have many empty place for customer to sit(takeaway) (hot weather outside). i wait inside then the worker halau me out. hope that the management will take note on this matter..",,,,negative
Good and affordable,good and affordable,,,,positive
It is one of the best civilian Japanese restaurants in the Order type:,它是好吃的平民日本餐厅之一order type:,,,,positive
"When taking orders like very hard to call someone to attend. Then after that just tell me ""no salmon no white tuna"" then walk away. Bad service, rude servers and what kind of sushi shop doesn't have salmon? Diluted soy sauce too. Better close shop. Hire better team to manage in terms of logistics and service.","when taking order like very hard to call someone to attend. then after that just tell me ""no salmon no white tuna"" then walk away. bad service, rude servers and which kind of sushi shop doesn't have salmon? diluted soy sauce also.better close shop. hire better team to manage in term of logistics and service.",,,,negative
Affordable price and nice taste,affordable price and nice taste,,,,positive
"Efficient service, sushi conveyor well stocked, taste reasonable for the price, get in, eat fast, get on with life.","efficient service. sushi conveyor well stocked. taste is reasonable for the price. get in, eat quick, get on with life.",,,,positive
It's a good price.,good price.,,,,positive
"Fresh delicious sushi and nicely cooked dishes, efficient service, air-conditioned restaurant, this can be a weekly dining place for the family.","fresh delicious sushi and nicely cooked dishes. efficient service, air conditioned restaurant. this can be a weekly dinner place for the family. recommended!",,,,positive
Fast food at affordable prices. Don't expect premium quality food but it's very good at its price point.,quick meal at afforadable pricing. don't expect premium quality food but it is very good at it's price point.,,,,positive
Order type: Meal type:,order type:,,,,neutral
Cheap and delicious sushi.,cheap and delicious sushi.,,,,positive
I'm going to tell you.,thumbs up thumbs up thumbs up thumbs up thumbs up,,,,positive
Bad service,bad service,,,,negative
"Reasonable price compared to other sushi brand outlets. The conveyor belt is never empty, it is always filled with plates and has various choices of sushi for you to choose. Truly satisfying. The staff here are helpful and the dining atmosphere is also fine. Been coming here several times and I am still satisfied with their over all food & services 👍🏻","reasonable price compared to other sushi brand outlets. the conveyor belt is never empty, its always filled with plates and has various choices of sushi for you to pick. truly satisfying.the staffs here are helpful and the dining ambience is also fine. been coming here several times and am still satisfied with their over all food & services thumbs up light skin tone",,,,positive
Order type: Meal type:,order type:,,,,neutral
"There is still a lot of room for improvement in service, sushi is good, and it's good to eat.",服务态度还有待改善 寿司不错 拉面也很好吃 价钱不贵order type:,,,,positive
It's not bad.,not bad,,,,positive
